name,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip,dv
Ristorante Il Mulino,0,1,4.2,2161,521,OPERATIONAL
Snackwagen de Juffer,0,1,4.5,9626,3847,OPERATIONAL
de wok bij de ijsselbrug,0,1,3.7,8051,3056,CLOSED_PERMANENTLY
Eetcafé 'De Kleine',0,1,4.3,8011,3031,OPERATIONAL
Café De Spuyt,0,0,4.6,1017,7,OPERATIONAL
Cafetaria Rennemig,0,0,4.1,6413,2324,OPERATIONAL
De Bokkesprong,0,1,4.5,1873,426,OPERATIONAL
Puur! uit eten,0,1,4.263829223017799,6813,2485,OPERATIONAL
Café Max,0,1,4.6,8715,3389,OPERATIONAL
Friture-Cafetaria Sjefke,0,1,4.2,6226,2265,OPERATIONAL
Carpe Diem By Daan,0,1,4.3,6231,2269,CLOSED_PERMANENTLY
Brussels Bun,0,1,4.4,2011,464,OPERATIONAL
't Kleine Verschil,0,1,4.5,6166,2243,OPERATIONAL
Hamelandroute,0,1,4.5,7121,2619,OPERATIONAL
Coffeecorner De Huiskamer,0,0,4.3,4701,1594,CLOSED_PERMANENTLY
Thermen Holiday,0,1,3.8,3121,910,OPERATIONAL
Smaak & Vermaak Sittard,0,1,4.7,6131,2225,CLOSED_PERMANENTLY
Kebapci Amsterdam,0,1,4.4,1063,44,OPERATIONAL
Délifrance Leiden,0,1,3.9,2312,580,OPERATIONAL
De Volksabdij & Restaurant De Blauwe Pauw,0,1,4.0,4641,1577,OPERATIONAL
Barbara Uitvaartverzorging,0,0,4.8,3527,1099,OPERATIONAL
Bar&Co.,0,1,4.5,3072,884,CLOSED_PERMANENTLY
De productie van Piet Hein Eek BV,0,1,4.4,5651,2008,OPERATIONAL
Café 't Neutje,0,0,4.3,3512,1089,OPERATIONAL
Pizzeria Adriano,0,0,4.8,9289,3670,OPERATIONAL
Kwalitaria,0,1,3.6,5683,2029,CLOSED_PERMANENTLY
Lunchroom Leonidas Delft,0,1,4.3,2611,698,OPERATIONAL
Hoogies,0,1,4.4,2204,533,OPERATIONAL
Hummbar Lobster & Burgers,0,1,3.7,1017,7,CLOSED_PERMANENTLY
V.O.F. E.K.S. Espresso Koffie Service,0,0,5.0,5102,1747,OPERATIONAL
M'Blend,0,1,4.4,6051,2184,OPERATIONAL
Restaurant Noot,0,1,4.4,5482,1943,OPERATIONAL
Snackbar De Botter,0,1,4.0,8243,3125,OPERATIONAL
Café Ome Jan,0,0,4.4,1131,92,OPERATIONAL
Eeterij Drinkerij Duinerij,0,1,3.6,1753,360,OPERATIONAL
Restaurant Roxy's,0,1,4.085146853146845,6211,2251,CLOSED_PERMANENTLY
Indrapura,0,1,4.3,2282,568,OPERATIONAL
Restaurant/Grand Café \'La Citadel\',0,1,4.4,1967,451,OPERATIONAL
Stadscafé Oosterdok (voorheen B&B Lunchroom),0,1,4.3,1011,1,CLOSED_PERMANENTLY
BasQ Kitchen,0,1,2.7,1072,52,CLOSED_PERMANENTLY
Restaurant De Beren Leerdam,0,1,4.1,4142,1350,CLOSED_TEMPORARILY
Friture de Picardie,0,1,3.9,5911,2111,OPERATIONAL
Frituur Christ,0,1,4.5,4811,1634,OPERATIONAL
broodjeszaak het4de,0,1,4.3,4611,1562,OPERATIONAL
Grand café Zeven,0,1,4.2,6901,2523,OPERATIONAL
BARASTI,0,1,4.6,1072,52,OPERATIONAL
The Cookie Club,0,0,4.3,6211,2251,CLOSED_PERMANENTLY
Pamukkale,0,1,3.5,1056,37,OPERATIONAL
Leefcafé Het Spiegelbeeld,0,0,3.8,5611,1982,CLOSED_PERMANENTLY
Schiermonnikoger Vishandel,0,1,4.4,9166,3612,OPERATIONAL
Kiplekker,0,1,5.0,7534,2775,OPERATIONAL
Grand Café 1884,0,1,4.4,1011,1,OPERATIONAL
De Grens,0,1,4.2,5953,2132,OPERATIONAL
Naar Huis,0,0,3.4,6411,2322,CLOSED_PERMANENTLY
It Jachtfjild,0,0,3.9,9233,3641,OPERATIONAL
Café \'De Tapperij\',0,0,4.4,6411,2322,OPERATIONAL
Bar de Stee,0,0,4.6,8096,3075,CLOSED_PERMANENTLY
De Millem,0,1,4.4,8882,3468,OPERATIONAL
UfO Restaurant,0,1,4.4,3081,892,OPERATIONAL
Coffeemania WG-Plein,0,0,4.7,1054,35,OPERATIONAL
Restaurant en Pizzeria Pinoccio Korenmarkt,0,0,4.0,6811,2483,OPERATIONAL
Bart's Snelbuffet,0,0,4.6,7603,2816,OPERATIONAL
Gasterij Nieuw Westert,0,1,4.3,1935,434,OPERATIONAL
Amigos Bbq Restaurant,0,1,4.4,4703,1596,OPERATIONAL
Café Maxim,0,0,4.3,6512,2360,OPERATIONAL
Proeflokaal ’t Kantoor,0,1,4.3,9712,3896,CLOSED_PERMANENTLY
Kota Radja,0,1,4.0,4132,1347,CLOSED_PERMANENTLY
Il Falco,0,1,4.6,3417,1054,OPERATIONAL
Anmol,0,1,4.1,1054,35,OPERATIONAL
Johnny's Taria Lunchroom-Cafetaria,0,1,4.6,4311,1424,OPERATIONAL
The Kitchen Drinks En Bites,0,1,4.4,7901,2971,OPERATIONAL
Café de Molenaer,0,0,4.3,3851,1240,OPERATIONAL
Rose-Garden Evergreen,0,1,3.8,3241,975,OPERATIONAL
Eetcafé Restaurant 't Kofschip,0,1,4.2,9001,3506,OPERATIONAL
Restaurant De Biezen B.V.,0,1,4.5,8281,3147,CLOSED_PERMANENTLY
Fusto D’oro Italiaans specialiteitenrestaurant,0,1,3.7,3511,1088,OPERATIONAL
Fast Food Restaurant Willems,0,1,3.3,6131,2225,CLOSED_PERMANENTLY
Gasterie Bie Os 3,0,1,3.3,6131,2225,CLOSED_PERMANENTLY
eazie,0,1,4.0,2711,737,OPERATIONAL
Turkuaz döner,0,1,4.2,3027,848,OPERATIONAL
Al Capone's,0,1,2.6,2332,592,CLOSED_PERMANENTLY
De Snackbar Berghuizen,0,0,5.0,7574,2800,CLOSED_PERMANENTLY
Pho Viet,0,1,4.5,1013,3,OPERATIONAL
Café Het Brandwapen,0,0,4.7,6372,2319,OPERATIONAL
Ik Wil Een Broodje.com,0,1,5.0,5038,1714,CLOSED_PERMANENTLY
Bakkerij Floor van Lieshout,0,1,3.9,5011,1699,OPERATIONAL
Da Enzo Marchese,0,1,3.6,2582,685,CLOSED_PERMANENTLY
'T Auwt Patronaat,0,0,3.8,6191,2249,CLOSED_PERMANENTLY
Lekkerrr by Soest,0,1,4.6,3765,1192,CLOSED_PERMANENTLY
King Cuisine,0,1,4.0,5015,1703,OPERATIONAL
Friture 't Trefpunt Beipa,0,1,4.4,6224,2263,OPERATIONAL
Villa Westend,0,1,4.1,1991,462,OPERATIONAL
Zonder Meer Eten & Drinken,0,1,4.5,3262,990,CLOSED_PERMANENTLY
Gastrobar 6,0,1,4.5,5211,1782,OPERATIONAL
Bram Ladage,0,1,4.2,2284,570,OPERATIONAL
Grieks Restaurant Santorini,0,1,4.1,6571,2386,CLOSED_PERMANENTLY
Café Kaatje Amstelhoek,0,0,4.3,1427,206,OPERATIONAL
Maison Blanche Dael,0,0,4.8,6211,2251,OPERATIONAL
Pilz & Grillz,0,1,4.4,5462,1931,OPERATIONAL
De Oude Smidse,0,0,4.3,9872,3978,OPERATIONAL
Teun van Essen C.V.,0,0,4.263829223017799,3811,1208,OPERATIONAL
Vermaat Winkels/Restaurants Holding B.V.,0,1,1.0,7824,2928,OPERATIONAL
Lee Garden,0,1,4.4,9712,3896,OPERATIONAL
Thuisch,0,1,4.0,3061,874,CLOSED_PERMANENTLY
Café Olie B,0,0,4.2,4011,1306,OPERATIONAL
Fish and Chicks,0,1,4.0,2406,619,CLOSED_PERMANENTLY
NIGHTBAR THE BOTTLE,0,0,4.4,1012,2,OPERATIONAL
Starbucks,0,0,4.0,1012,2,OPERATIONAL
Door 74,0,0,4.4,1017,7,OPERATIONAL
IJssalon Intermezzo,0,1,4.5,5038,1714,OPERATIONAL
Routiers,0,1,4.0,3199,947,OPERATIONAL
Sultan Lounge,0,1,3.8,3083,894,OPERATIONAL
Snackbar de Brombeer,0,1,4.1,9462,3762,OPERATIONAL
No 25,0,1,4.4,9712,3896,OPERATIONAL
Curry corner,0,1,3.9,3111,901,OPERATIONAL
Stallen,0,1,4.2,1441,215,OPERATIONAL
Restaurant Quarz,0,1,4.2,1399,192,CLOSED_PERMANENTLY
Masada,0,1,4.2,4835,1650,OPERATIONAL
Turks Eethuis Ilayda: 10% korting bij online bestellen via eigen Website & App,0,1,4.2,6701,2459,OPERATIONAL
Café Restaurant Zalencentrum Baan,0,1,4.3,7274,2672,OPERATIONAL
Grieks Cafetaria Kreta,0,0,3.9,4141,1349,OPERATIONAL
Grand Cafe Parkzicht,0,1,2.0,1787,385,CLOSED_PERMANENTLY
Kaafi • Specialty Coffee Bar,0,1,4.7,2513,646,OPERATIONAL
Huiskamerrestaurant de Tafel,0,1,4.7,6651,2430,OPERATIONAL
De Strandganger,0,1,4.4,4504,1513,OPERATIONAL
Lunchroom 't Trappetje,0,1,4.3,8261,3134,OPERATIONAL
Bagels & Beans,0,1,4.1,2132,503,OPERATIONAL
Hermitage Café Amsterdam B.V.,0,0,3.7,1018,8,OPERATIONAL
TapAsia,0,1,4.2,6711,2468,OPERATIONAL
Emmamolen,0,1,4.3,5253,1809,OPERATIONAL
Café-Zaal 't Haasje,0,0,4.3,5386,1887,OPERATIONAL
Il Tonno Rosso,0,1,4.5,7038,2583,OPERATIONAL
Proef Scheveningen | Restaurant,0,1,4.2,2581,684,CLOSED_PERMANENTLY
Subway,0,1,4.1,8261,3134,OPERATIONAL
Cafe Pleinzicht,0,0,4.4,1012,2,OPERATIONAL
Mieny's Koffie & Broodjes Bar,0,0,4.0,6271,2285,CLOSED_PERMANENTLY
Brood to Go,0,1,5.0,3817,1214,CLOSED_PERMANENTLY
Eatery \'De Wissel\',0,1,4.2,2132,503,OPERATIONAL
Restaurant Pirson,0,1,4.7,6211,2251,CLOSED_PERMANENTLY
Friture 't Speldje,0,1,4.7,5931,2125,OPERATIONAL
Madonna Amersfoort,0,1,4.2,3811,1208,OPERATIONAL
Visrestaurant Vis en Meer,0,1,4.7,8551,3329,OPERATIONAL
Grillroom Shalom,0,1,3.5,3861,1243,OPERATIONAL
HNK Amsterdam Houthavens,0,1,4.2,1013,3,OPERATIONAL
De Prins 'H.',0,0,4.3,8911,3480,OPERATIONAL
Lieveling,0,1,4.4,3971,1285,CLOSED_PERMANENTLY
Amsterdam Roest,0,1,4.4,1018,8,CLOSED_TEMPORARILY
La Mama,0,1,4.1,9665,3872,OPERATIONAL
Aan de Dijck,0,1,4.4,2861,779,OPERATIONAL
Sushi Time Amersfoort,0,1,4.0,3817,1214,OPERATIONAL
Cyprus Heerlen,1,0,3.2,6411,2322,OPERATIONAL
De Verbeelding B.V.,0,1,4.0,4901,1681,CLOSED_PERMANENTLY
Leuk! Eten & Drinken,0,1,4.4,1781,379,OPERATIONAL
De pluk en theetuin Looperskapelle,0,0,4.0,4322,1430,CLOSED_PERMANENTLY
Pizzeria Pompeï - Harlingen,0,0,4.2,8861,3463,OPERATIONAL
Reformed Students Association,0,0,4.9,9725,3907,OPERATIONAL
Proeflokaal Sijgje Leiden,0,1,4.3,2312,580,OPERATIONAL
Natuurlijk Eten,0,1,4.263829223017799,5324,1847,OPERATIONAL
Runway Cafe,0,0,3.9,1118,88,OPERATIONAL
Cafetaria/ Lunchroom Nieuwleusen,0,0,4.5,7711,2873,OPERATIONAL
Grand café ‘t Hei’s Huukske,0,0,4.3,5712,2047,OPERATIONAL
Jam Jamm Broodjeszaak,0,1,4.5,5711,2046,OPERATIONAL
Eetcafé 't Goeleven,0,1,4.5,4655,1581,OPERATIONAL
Herberg De 3 Linden,0,0,4.1,5151,1770,OPERATIONAL
Kamper Genot,0,0,4.3,8261,3134,OPERATIONAL
De Watertoren,0,1,4.4,4651,1579,OPERATIONAL
Pizzeria Ristorante O' Sole Mio,0,0,4.4,9671,3873,OPERATIONAL
Bakker Bart Almere-Buiten,0,0,4.1,1334,163,OPERATIONAL
Cafe Robertissimo,0,0,5.0,2611,698,CLOSED_PERMANENTLY
Vita Nova,0,0,4.1,9991,4060,OPERATIONAL
Snackbar Woenselse Heide,0,1,4.5,5628,1996,OPERATIONAL
't Lokaal,0,0,4.9,8881,3467,OPERATIONAL
Broodjeszaak 't Lokaal,0,0,4.9,8881,3467,OPERATIONAL
GUSTO-040,0,1,4.4,5654,2011,OPERATIONAL
ZINI Haarlem,0,1,4.2,2011,464,OPERATIONAL
De Duinpan,0,1,4.0,2042,484,OPERATIONAL
Eetcafe 't Hartje,0,0,4.7,1693,325,OPERATIONAL
Herberg De Driesprong,0,1,4.5,5503,1948,OPERATIONAL
Oriental Palace,0,1,4.085146853146845,9746,3924,CLOSED_PERMANENTLY
Patrix,0,1,4.5,6826,2494,OPERATIONAL
Turks Restaurant 'Harput',0,1,4.4,2593,693,OPERATIONAL
"SOI 74, Thai Food Cafe",0,1,3.8,1073,53,CLOSED_PERMANENTLY
Carte Blanche 99,0,1,4.0,7576,2802,OPERATIONAL
De Koperen Scheepshoorn,0,1,3.0,9629,3850,CLOSED_PERMANENTLY
ZiZo,0,1,4.5,3511,1088,OPERATIONAL
Domino's Pizza Sittard,0,1,3.6,6131,2225,OPERATIONAL
Cafetaria/Eethuys \'De Boemerang\',0,0,4.0,4715,1605,OPERATIONAL
HFSLG (Hoefslag),0,1,4.3,3735,1175,OPERATIONAL
Thuys in Wijk,0,0,4.7,3961,1283,OPERATIONAL
Grand Café Veenlust,0,1,4.7,9641,3856,CLOSED_PERMANENTLY
Cafetaria Lossez,0,0,4.2,4905,1685,OPERATIONAL
Freddy's Bar,0,0,4.6,1012,2,OPERATIONAL
Eetcafe \'De Zwarte Kat\',0,0,4.1,1186,110,CLOSED_PERMANENTLY
Batavia,0,1,4.4,6811,2483,OPERATIONAL
Welltevree,0,1,3.0,5855,2101,CLOSED_PERMANENTLY
Appetito - Novitalia,0,1,4.6,1013,3,OPERATIONAL
Midget Golfbaan \'Parkhaven\',0,1,4.1,3016,841,OPERATIONAL
Bakker Bart,0,0,3.8,3012,837,OPERATIONAL
Cafeteria Fifty-nine,0,0,4.2,8131,3087,OPERATIONAL
ENJOY! Frozen Yoghurts & Things,0,1,4.5,5554,1970,CLOSED_PERMANENTLY
The Chocolate Bar Nijmegen,0,0,4.4,6541,2375,OPERATIONAL
Hiro Mina,0,1,3.9,2202,531,OPERATIONAL
Bartex B.V.,0,0,4.263829223017799,1521,258,OPERATIONAL
Eetcafé Lef,0,1,5.0,2161,521,CLOSED_PERMANENTLY
Minos Pallas,0,1,4.1,5645,2005,OPERATIONAL
Bezorgrestaurant De Beren Berkel en Rodenrijs,0,1,3.8,2651,719,OPERATIONAL
Hortus,0,1,4.4,2518,651,OPERATIONAL
Kebab 2 go,1,0,4.0,3526,1098,OPERATIONAL
EetKafe,0,1,4.4,2231,543,OPERATIONAL
Eethuis De Zon,0,1,4.4,2512,645,CLOSED_PERMANENTLY
''T Hart van Genderen,0,1,4.5,4265,1403,OPERATIONAL
Döner Center Atman,0,1,4.0,4731,1612,OPERATIONAL
The Barrier,0,0,4.3,5571,1975,OPERATIONAL
Café Otten,0,1,4.8,7742,2886,OPERATIONAL
Santa Maria Restaurant,0,1,4.2,6582,2396,OPERATIONAL
Mr Irodios,0,1,4.6,3891,1252,CLOSED_PERMANENTLY
De Kokeers,0,1,4.5,6214,2254,OPERATIONAL
Eetcafé Il y a,0,1,4.3,6211,2251,OPERATIONAL
Bagels & Beans,0,1,4.3,1075,55,OPERATIONAL
Pompet,0,0,4.3,1032,19,OPERATIONAL
Arends Cafe & Lunchroom,0,0,4.5,9561,3815,OPERATIONAL
Bar-Eetcafe De Fuuk,0,0,4.7,3751,1184,OPERATIONAL
Frank's Snack Bar,0,1,4.2,7553,2788,OPERATIONAL
Sophias Coffee,0,0,4.5,3771,1196,OPERATIONAL
Da Angelo,0,1,4.4,6584,2397,OPERATIONAL
Paviljoen De Oude Tol,0,1,4.2,3263,991,OPERATIONAL
Grand café de Burgemeester,0,1,4.1,8064,3060,CLOSED_PERMANENTLY
Cafe in the City,0,1,3.6,1017,7,OPERATIONAL
Café De Lift,0,0,4.3,2011,464,OPERATIONAL
Stick-up Indofood,0,1,4.7,1111,82,OPERATIONAL
Cafetaria de Wissel,0,0,5.0,8232,3120,CLOSED_PERMANENTLY
't Kapelleke,0,1,4.3,5851,2098,OPERATIONAL
Genestho,0,0,4.6,5611,1982,OPERATIONAL
Japans Restaurant & Bar Konnichiwa,0,1,4.1,3511,1088,OPERATIONAL
Pool and Snookercafé Shooters B.V.,0,0,4.7,8071,3062,OPERATIONAL
Guulke eten & drinken,0,1,4.2,6031,2173,OPERATIONAL
't Swarte Schaep Tapasbar,0,1,3.8,3231,968,OPERATIONAL
The extinguisher Grand Cafe,0,0,4.2,4112,1335,OPERATIONAL
Restaria Den Haas B.V.,0,1,4.5,5555,1971,OPERATIONAL
Soit,0,1,4.1,3015,840,CLOSED_PERMANENTLY
Restaurant Sevilla,0,1,4.4,6041,2178,CLOSED_PERMANENTLY
ristorante collina,0,1,3.5,1052,33,CLOSED_PERMANENTLY
Lunchroom Het Oosten,0,1,4.8,3311,1007,OPERATIONAL
Restaurant Belle Fleur,0,1,4.6,7151,2631,CLOSED_PERMANENTLY
Muang Thai,0,1,3.9,1054,35,OPERATIONAL
Snack en Broodjeshuis Jongman,0,1,4.5,9401,3713,OPERATIONAL
cafeteria Lammers,0,0,4.3,4335,1440,OPERATIONAL
Asian Fusion Shinkyo,0,1,4.2,3812,1209,CLOSED_PERMANENTLY
Zeevishandel - eterij de kibbeling,0,1,4.3,4361,1452,OPERATIONAL
Restaurant Ecluse,0,1,4.5,4524,1523,OPERATIONAL
Bourbon Street,0,0,4.5,1017,7,CLOSED_TEMPORARILY
Cafetaria - Eetcafe De Kruidenwijk,0,0,4.5,7443,2742,OPERATIONAL
Oriental Delight,0,1,4.4,7822,2926,OPERATIONAL
Jaspers catering company,0,1,4.263829223017799,3707,1164,OPERATIONAL
De Kaaskop Groningen,0,1,4.7,9712,3896,OPERATIONAL
Nawaab,0,1,4.1,1078,58,OPERATIONAL
Restaria Grillroom De Panaché,0,1,4.1,4711,1603,OPERATIONAL
Grill Bar Jerusalem,0,1,4.1,1324,154,OPERATIONAL
Pizzeria Nerone,0,0,3.9,1441,215,OPERATIONAL
El Torro,0,1,4.1,5931,2125,OPERATIONAL
Jeffrey Grill-Restaurant,0,1,4.3,2271,562,OPERATIONAL
Krish Rotiwinkel,0,1,4.3,3822,1218,OPERATIONAL
Lunchroom LIJN49,0,1,4.1,3811,1208,OPERATIONAL
Counter Walburg,0,1,4.2,3332,1019,OPERATIONAL
Lunchkaffee Dots,0,0,4.4,5554,1970,OPERATIONAL
Bakkerij Floor van Lieshout,0,1,4.6,5048,1722,OPERATIONAL
Café de Bóbbel,0,1,4.4,6211,2251,OPERATIONAL
Broodbar Boer'n Bonje,0,1,4.9,3311,1007,OPERATIONAL
Gri. Special.restaur. Sirtaki,0,1,4.4,8261,3134,CLOSED_PERMANENTLY
De Nieuwe KHL,0,1,4.3,1019,9,OPERATIONAL
Stockholm Café,0,0,4.0,3514,1091,OPERATIONAL
Zebs de Bilt,0,1,4.4,3731,1172,OPERATIONAL
ZAAI Kweek & Eet,0,1,4.3,1432,209,OPERATIONAL
Snackbar Shirley,0,1,4.0,3134,918,OPERATIONAL
Herberg \In den Bockenreyder\',0,0,4.6,5085,1739,OPERATIONAL
Charlee Browns Place,0,1,4.2,5701,2037,CLOSED_PERMANENTLY
Tutti Colori Nail Bar,0,0,4.6,1071,51,OPERATIONAL
Emma's Keukentje 2.0,0,1,3.7,1441,215,OPERATIONAL
De Wildenberg Goudreinet Weert,0,1,3.9,6002,2154,OPERATIONAL
Restaurant Apostrof,0,1,4.7,1013,3,OPERATIONAL
Lin Fa,0,1,4.1,3701,1158,OPERATIONAL
Welcome Vietnamese Restaurant Pho,0,1,3.6,1012,2,CLOSED_PERMANENTLY
La Cubanita Utrecht,0,1,3.8,3512,1089,OPERATIONAL
Café der Kirkberg,0,0,4.2,6471,2358,OPERATIONAL
KIP 040,0,1,4.3,5621,1989,OPERATIONAL
Afsluitdijk Wadden Center,0,1,4.3,8752,3411,OPERATIONAL
LiveCookingCatering,0,1,4.263829223017799,3704,1161,OPERATIONAL
't Leidsch Glibbertje,0,0,4.5,2312,580,CLOSED_PERMANENTLY
Kaldi,0,0,4.9,1017,7,OPERATIONAL
Pizzeria Gepetto,0,0,4.5,9671,3873,OPERATIONAL
Tapas Bar 1572,0,1,3.9,3231,968,OPERATIONAL
Akihito Sushi,0,1,4.3,2282,568,OPERATIONAL
De Orangerie,0,1,4.4,5554,1970,OPERATIONAL
Burgerij Rotterdam,0,1,4.0,3011,836,CLOSED_PERMANENTLY
Schnitzelkoerier Den Haag,0,1,4.0,2593,693,OPERATIONAL
Tapas Bar Català,0,1,4.1,1012,2,OPERATIONAL
Empanadas Maxima,0,1,4.7,2011,464,OPERATIONAL
Restaurant Hof van Herstal,0,1,4.4,6102,2208,OPERATIONAL
Restaurant FIFO,0,1,3.5,2311,579,CLOSED_PERMANENTLY
Poolcentrum de Munt,0,0,4.2,4201,1375,CLOSED_TEMPORARILY
Abinish,0,1,4.8,1013,3,CLOSED_PERMANENTLY
Lot en de Walvis,0,1,4.3,2312,580,OPERATIONAL
Humphrey’s Restaurant,0,1,4.1,6811,2483,CLOSED_PERMANENTLY
Grand Café/Feestzaal Galouppe,0,0,4.2,6271,2285,OPERATIONAL
Restaurant Proefwerk,0,1,4.085146853146845,3116,906,CLOSED_PERMANENTLY
Lakis De Griek,0,1,3.9,6291,2296,OPERATIONAL
DroversDog Heemstedestraat,0,1,4.3,1059,40,OPERATIONAL
Branie,0,1,4.9,1053,34,OPERATIONAL
Jo-Sushi,0,1,4.7,1015,5,OPERATIONAL
Ali's Place,0,1,4.2,5361,1873,OPERATIONAL
Cafetaria Kerkzicht,0,1,4.7,5482,1943,OPERATIONAL
Tribunal Maastricht,0,0,4.3,6211,2251,OPERATIONAL
Manta,0,1,4.3,2586,689,OPERATIONAL
Café de Herberg,0,0,4.6,7731,2877,OPERATIONAL
Bakkerij Bienefelt Tearoom Patisserie,0,1,4.2,3241,975,OPERATIONAL
Barceloneta,0,1,4.6,1053,34,OPERATIONAL
Kakelbont,0,1,4.4,7634,2834,OPERATIONAL
Eetcafé Portunus,0,1,4.3,8493,3292,OPERATIONAL
Bakkerij van Barneveld,0,0,4.3,3707,1164,OPERATIONAL
Buddha Restaurant,0,1,4.5,3701,1158,OPERATIONAL
Grand Café Brinkmann,0,0,4.1,2011,464,OPERATIONAL
Greetje,0,1,4.3,1011,1,OPERATIONAL
Specktakel,0,1,4.5,2011,464,OPERATIONAL
De Machinist,0,1,4.1,3024,845,OPERATIONAL
café De Pianist,0,0,4.6,1051,32,OPERATIONAL
De Pizzabakkers,0,1,4.2,2011,464,OPERATIONAL
Haerlemsche Vlaamse,1,0,4.3,2011,464,OPERATIONAL
IJssalon Clevers,0,0,4.7,5971,2139,OPERATIONAL
New Green Garden,0,1,4.2,2661,721,OPERATIONAL
Khubz,0,0,4.7,2011,464,CLOSED_PERMANENTLY
Roberto's Gelato,0,1,4.8,3572,1123,OPERATIONAL
Strandpavillion Paal 19,0,1,4.2,1796,393,OPERATIONAL
Lunchroom Picknick,0,0,4.1,7001,2567,OPERATIONAL
Pollux,0,1,4.4,1033,20,CLOSED_TEMPORARILY
Grand Café Heeren Dubbel,0,0,4.5,7041,2585,OPERATIONAL
Herberg Den Rooden Leeuw,0,1,4.3,3958,1281,OPERATIONAL
Casa Peru,0,1,4.1,1016,6,OPERATIONAL
Bakker Bart,0,0,3.9,9742,3920,OPERATIONAL
Restaurant Alkmaer,0,1,4.085146853146845,1811,395,CLOSED_PERMANENTLY
Alberto's,0,1,3.9,2141,508,CLOSED_PERMANENTLY
Freddy's IJssalon,1,0,4.5,3201,948,OPERATIONAL
De Gasterij,0,1,4.3,4201,1375,OPERATIONAL
Restaurant ZK86,0,1,4.3,9974,4045,OPERATIONAL
Chinees-Indisch Rest. Golden River,0,1,4.3,9291,3671,OPERATIONAL
Place du Marché,0,1,4.5,4553,1540,OPERATIONAL
Vers 010,0,1,4.4,3072,884,OPERATIONAL
Z & M,0,1,4.1,3016,841,CLOSED_PERMANENTLY
El Caballero,0,1,4.5,2741,756,OPERATIONAL
Cafe De Brug,0,0,4.5,9891,3986,OPERATIONAL
De Reghter,0,1,4.6,1483,241,OPERATIONAL
Koko,0,0,4.3,4382,1460,OPERATIONAL
Restaurant Akkeroord,0,1,4.7,2741,756,OPERATIONAL
Señora Rosa,0,1,4.3,5611,1982,OPERATIONAL
Eetcafé-Zaal Het Witte Huis,0,1,4.3,9483,3778,OPERATIONAL
Restaurant Lemongrass,0,1,4.3,2583,686,OPERATIONAL
Maass meal station,1,0,5.0,1053,34,CLOSED_PERMANENTLY
Meneer Bouscourr,0,1,4.6,3512,1089,OPERATIONAL
Café Het Nieuwe Concert,0,0,4.2,3082,893,OPERATIONAL
Café Loetje,0,1,4.3,1071,51,OPERATIONAL
Ortam Barbeque,0,0,4.2,3072,884,OPERATIONAL
New King,0,1,4.1,1012,2,OPERATIONAL
Restaurant Le Papillon,0,1,4.5,8081,3068,OPERATIONAL
Ponderosa,0,1,4.3,2554,672,CLOSED_PERMANENTLY
Tios,0,1,4.3,2554,672,CLOSED_PERMANENTLY
Boccaccio,0,1,4.2,9711,3895,OPERATIONAL
Restaria Pannenschuur,1,0,4.6,5061,1730,OPERATIONAL
De Rode Vosch,0,1,4.1,3512,1089,CLOSED_PERMANENTLY
't Wapen van Stolwijk,0,0,4.2,2821,773,OPERATIONAL
Athene,0,1,4.3,5612,1983,OPERATIONAL
Skeef,0,1,4.3,1704,332,OPERATIONAL
PK Bar & Kitchen,0,1,3.9,3511,1088,OPERATIONAL
McDonald's,1,0,3.6,2511,644,OPERATIONAL
Eetcafé De Kooiker,0,1,4.5,3831,1225,OPERATIONAL
De Olde Mölle,0,1,4.3,7161,2635,OPERATIONAL
Delifresh,0,1,3.6,4836,1651,OPERATIONAL
Snackbar De Smulpaap,0,1,4.5,9301,3680,OPERATIONAL
ctaste,0,1,4.4,1074,54,OPERATIONAL
Restaurant De Mergelhoek,0,1,4.0,6441,2339,CLOSED_PERMANENTLY
D’n Burgemister,0,1,4.0,5501,1946,OPERATIONAL
Yuen's Oriëntal,0,1,4.7,7511,2763,CLOSED_PERMANENTLY
Rainarai,0,1,3.8,1014,4,OPERATIONAL
Wok-Inn,0,1,3.7,5466,1935,OPERATIONAL
Kwalitaria,1,0,4.1,8014,3034,OPERATIONAL
Sun Garden,0,1,4.2,3235,972,OPERATIONAL
De Eendracht,0,1,4.0,3601,1130,OPERATIONAL
Sushi Time,0,1,3.6,3512,1089,OPERATIONAL
Café Dixi,0,0,3.9,3231,968,OPERATIONAL
De ijsfabriek & chocolade,0,0,4.7,8501,3296,OPERATIONAL
Doppio Espresso,0,0,4.4,8501,3296,OPERATIONAL
Wok Ming,0,1,4.2,8501,3296,OPERATIONAL
Eetcafé Scholten,0,1,4.1,7241,2661,OPERATIONAL
Eetcafe Marktzicht,0,1,4.3,1721,341,OPERATIONAL
La Porte Salute,0,1,4.3,3151,930,OPERATIONAL
Comigo,0,1,4.1,5671,2023,OPERATIONAL
Zilt en Zoet,0,1,4.6,3738,1177,OPERATIONAL
Wok Inn,0,1,4.0,7773,2898,OPERATIONAL
Cafetaria 't Heukske,0,1,4.6,6074,2190,OPERATIONAL
't Coophuys,0,1,4.3,7665,2847,OPERATIONAL
Zilt aan Zee,0,1,4.1,1976,459,OPERATIONAL
